sale_id,sale_date,product_id,customer_id,quantity,unit_price,revenue,payment_method
S0005039,2025-04-05,P0039,C00186,2,8.22,16.44,Digital Wallet
S0005040,2025-04-05,P0017,C00443,5,10.27,51.35,Digital Wallet
S0005041,2025-04-05,P0002,C00479,5,23.0,115.0,Card
S0005042,2025-04-05,P0034,C00136,1,13.32,13.32,Digital Wallet
S0005043,2025-04-05,P0011,C00402,2,28.23,56.46,Card
S0005044,2025-04-05,P0036,C00106,4,13.91,55.64,Cash
S0005045,2025-04-05,P0019,C00346,1,6.16,6.16,Cash
S0005046,2025-04-05,P0031,C00187,1,28.12,28.12,Digital Wallet
S0005047,2025-04-05,P0005,C00498,1,12.52,12.52,Cash
S0005048,2025-04-05,P0007,C00020,1,11.24,11.24,Cash
S0005049,2025-04-05,P0012,C00037,1,17.67,17.67,Card
S0005050,2025-04-05,P0025,C00315,2,4.71,9.42,Card
S0005051,2025-04-05,P0028,C00190,2,22.42,44.84,Digital Wallet
S0005052,2025-04-05,P0008,C00499,2,25.45,50.9,Card
S0005053,2025-04-05,P0018,C00226,1,14.48,14.48,Digital Wallet
S0005054,2025-04-05,P0029,C00493,1,12.45,12.45,Digital Wallet
S0005055,2025-04-05,P0019,C00361,3,6.16,18.48,Card
S0005056,2025-04-05,P0027,C00217,2,24.24,48.48,Digital Wallet
S0005057,2025-04-05,P0017,C00017,2,10.27,20.54,Cash
S0005058,2025-04-05,P0018,C00163,1,14.48,14.48,Cash
S0005059,2025-04-05,P0018,C00203,4,14.48,57.92,Cash
S0005060,2025-04-05,P0020,C00013,4,24.58,98.32,Card
S0005061,2025-04-05,P0015,C00166,1,29.69,29.69,Cash
S0005062,2025-04-05,P0022,C00196,4,22.12,88.48,Digital Wallet
S0005063,2025-04-05,P0024,C00113,2,16.73,33.46,Digital Wallet
S0005064,2025-04-05,P0015,C00376,1,29.69,29.69,Digital Wallet
S0005065,2025-04-05,P0004,C00137,1,18.23,18.23,Card
S0005066,2025-04-05,P0018,C00003,2,14.48,28.96,Cash
S0005067,2025-04-05,P0024,C00140,1,16.73,16.73,Card
S0005068,2025-04-05,P0037,C00335,4,29.68,118.72,Digital Wallet
S0005069,2025-04-06,P0005,C00096,1,12.52,12.52,Cash
S0005070,2025-04-06,P0011,C00421,1,28.23,28.23,Cash
S0005071,2025-04-06,P0025,C00187,3,4.71,14.13,Cash
S0005072,2025-04-06,P0018,C00089,1,14.48,14.48,Card
S0005073,2025-04-06,P0021,C00432,1,3.5,3.5,Cash
S0005074,2025-04-06,P0011,C00418,2,28.23,56.46,Card
S0005075,2025-04-06,P0032,C00375,1,22.91,22.91,Cash
S0005076,2025-04-06,P0029,C00497,5,12.45,62.25,Digital Wallet
S0005077,2025-04-06,P0017,C00101,1,10.27,10.27,Card
S0005078,2025-04-06,P0028,C00142,1,22.42,22.42,Cash
S0005079,2025-04-06,P0023,C00101,3,17.42,52.26,Card
S0005080,2025-04-06,P0031,C00152,1,28.12,28.12,Cash
S0005081,2025-04-06,P0003,C00073,1,2.27,2.27,Digital Wallet
S0005082,2025-04-06,P0028,C00248,1,22.42,22.42,Digital Wallet
S0005083,2025-04-06,P0004,C00452,1,18.23,18.23,Digital Wallet
S0005084,2025-04-06,P0021,C00384,2,3.5,7.0,Cash
S0005085,2025-04-06,P0038,C00487,1,9.21,9.21,Card
S0005086,2025-04-06,P0014,C00253,2,14.33,28.66,Card
S0005087,2025-04-06,P0015,C00396,2,29.69,59.38,Digital Wallet
S0005088,2025-04-06,P0026,C00124,1,30.59,30.59,Digital Wallet
S0005089,2025-04-06,P0013,C00320,1,21.26,21.26,Digital Wallet
S0005090,2025-04-06,P0012,C00175,2,17.67,35.34,Cash
S0005091,2025-04-06,P0015,C00040,2,29.69,59.38,Card
S0005092,2025-04-06,P0007,C00454,3,11.24,33.72,Cash
S0005093,2025-04-06,P0025,C00192,1,4.71,4.71,Digital Wallet
S0005094,2025-04-06,P0029,C00058,2,12.45,24.9,Digital Wallet
S0005095,2025-04-06,P0007,C00371,1,11.24,11.24,Cash
S0005096,2025-04-06,P0032,C00291,2,22.91,45.82,Digital Wallet
S0005097,2025-04-06,P0036,C00349,4,13.91,55.64,Card
S0005098,2025-04-06,P0010,C00001,5,16.69,83.45,Digital Wallet
S0005099,2025-04-06,P0031,C00027,1,28.12,28.12,Card
S0005100,2025-04-06,P0024,C00340,5,16.73,83.65,Digital Wallet
S0005101,2025-04-06,P0017,C00470,3,10.27,30.81,Cash
S0005102,2025-04-06,P0033,C00037,1,32.26,32.26,Digital Wallet
S0005103,2025-04-06,P0020,C00330,2,24.58,49.16,Digital Wallet
S0005104,2025-04-06,P0031,C00106,4,28.12,112.48,Cash
S0005105,2025-04-06,P0025,C00162,2,4.71,9.42,Digital Wallet
S0005106,2025-04-06,P0032,C00251,4,22.91,91.64,Cash
S0005107,2025-04-06,P0029,C00409,2,12.45,24.9,Cash
S0005108,2025-04-07,P0017,C00405,1,10.27,10.27,Card
S0005109,2025-04-07,P0022,C00440,1,22.12,22.12,Digital Wallet
S0005110,2025-04-07,P0024,C00488,2,16.73,33.46,Digital Wallet
S0005111,2025-04-07,P0035,C00329,1,4.51,4.51,Digital Wallet
S0005112,2025-04-07,P0016,C00180,3,26.95,80.85,Card
S0005113,2025-04-07,P0019,C00403,1,6.16,6.16,Digital Wallet
S0005114,2025-04-07,P0026,C00018,2,30.59,61.18,Card
S0005115,2025-04-07,P0003,C00144,5,2.27,11.35,Card
S0005116,2025-04-07,P0003,C00184,2,2.27,4.54,Digital Wallet
S0005117,2025-04-07,P0004,C00325,4,18.23,72.92,Digital Wallet
S0005118,2025-04-07,P0012,C00470,1,17.67,17.67,Cash
S0005119,2025-04-07,P0007,C00139,2,11.24,22.48,Card
S0005120,2025-04-07,P0008,C00367,1,25.45,25.45,Card
S0005121,2025-04-07,P0027,C00224,2,24.24,48.48,Card
S0005122,2025-04-07,P0016,C00030,2,26.95,53.9,Card
S0005123,2025-04-07,P0012,C00284,1,17.67,17.67,Card
S0005124,2025-04-07,P0018,C00385,3,14.48,43.44,Cash
S0005125,2025-04-07,P0032,C00300,5,22.91,114.55,Cash
S0005126,2025-04-07,P0030,C00250,2,3.95,7.9,Card
S0005127,2025-04-07,P0002,C00185,1,23.0,23.0,Digital Wallet
S0005128,2025-04-07,P0032,C00449,1,22.91,22.91,Digital Wallet
S0005129,2025-04-07,P0016,C00274,4,26.95,107.8,Digital Wallet
S0005130,2025-04-07,P0035,C00401,4,4.51,18.04,Digital Wallet
S0005131,2025-04-07,P0006,C00424,2,9.35,18.7,Card
S0005132,2025-04-07,P0006,C00364,4,9.35,37.4,Digital Wallet
S0005133,2025-04-07,P0034,C00398,5,13.32,66.6,Digital Wallet
S0005134,2025-04-07,P0023,C00461,1,17.42,17.42,Card
S0005135,2025-04-07,P0021,C00320,3,3.5,10.5,Digital Wallet
S0005136,2025-04-07,P0027,C00202,5,24.24,121.2,Digital Wallet
S0005137,2025-04-07,P0029,C00300,3,12.45,37.35,Digital Wallet
S0005138,2025-04-07,P0035,C00025,2,4.51,9.02,Digital Wallet
S0005139,2025-04-07,P0002,C00068,5,23.0,115.0,Cash
S0005140,2025-04-07,P0010,C00058,1,16.69,16.69,Cash
S0005141,2025-04-07,P0011,C00416,1,28.23,28.23,Cash
S0005142,2025-04-07,P0012,C00141,1,17.67,17.67,Digital Wallet
S0005143,2025-04-07,P0015,C00372,5,29.69,148.45,Digital Wallet
S0005144,2025-04-07,P0008,C00229,1,25.45,25.45,Card
S0005145,2025-04-07,P0012,C00207,2,17.67,35.34,Digital Wallet
S0005146,2025-04-07,P0010,C00125,4,16.69,66.76,Card
S0005147,2025-04-07,P0002,C00442,2,23.0,46.0,Digital Wallet
S0005148,2025-04-07,P0040,C00241,1,4.33,4.33,Cash
S0005149,2025-04-07,P0035,C00314,3,4.51,13.53,Digital Wallet
S0005150,2025-04-07,P0008,C00153,1,25.45,25.45,Digital Wallet
S0005151,2025-04-07,P0026,C00230,1,30.59,30.59,Cash
S0005152,2025-04-07,P0012,C00032,2,17.67,35.34,Digital Wallet
S0005153,2025-04-07,P0024,C00368,3,16.73,50.19,Digital Wallet
S0005154,2025-04-07,P0006,C00055,2,9.35,18.7,Digital Wallet
S0005155,2025-04-07,P0026,C00400,1,30.59,30.59,Digital Wallet
S0005156,2025-04-07,P0030,C00187,1,3.95,3.95,Card
S0005157,2025-04-07,P0009,C00046,2,3.63,7.26,Digital Wallet
S0005158,2025-04-07,P0013,C00154,1,21.26,21.26,Cash
S0005159,2025-04-07,P0004,C00464,1,18.23,18.23,Card
S0005160,2025-04-07,P0034,C00003,4,13.32,53.28,Digital Wallet
S0005161,2025-04-07,P0026,C00183,2,30.59,61.18,Card
S0005162,2025-04-07,P0020,C00187,1,24.58,24.58,Digital Wallet
S0005163,2025-04-07,P0035,C00302,1,4.51,4.51,Digital Wallet
S0005164,2025-04-08,P0032,C00058,2,22.91,45.82,Digital Wallet
S0005165,2025-04-08,P0037,C00348,3,29.68,89.04,Digital Wallet
S0005166,2025-04-08,P0010,C00071,1,16.69,16.69,Card
S0005167,2025-04-08,P0023,C00042,2,17.42,34.84,Digital Wallet
S0005168,2025-04-08,P0025,C00214,1,4.71,4.71,Digital Wallet
S0005169,2025-04-08,P0026,C00271,1,30.59,30.59,Digital Wallet
S0005170,2025-04-08,P0019,C00460,3,6.16,18.48,Card
S0005171,2025-04-08,P0005,C00149,2,12.52,25.04,Card
S0005172,2025-04-08,P0027,C00388,4,24.24,96.96,Cash
S0005173,2025-04-08,P0025,C00325,1,4.71,4.71,Digital Wallet
S0005174,2025-04-08,P0017,C00467,5,10.27,51.35,Cash
S0005175,2025-04-08,P0039,C00302,3,8.22,24.66,Cash
S0005176,2025-04-08,P0027,C00402,1,24.24,24.24,Card
S0005177,2025-04-08,P0002,C00063,5,23.0,115.0,Cash
S0005178,2025-04-08,P0009,C00283,1,3.63,3.63,Cash
S0005179,2025-04-08,P0019,C00010,2,6.16,12.32,Digital Wallet
S0005180,2025-04-08,P0012,C00290,1,17.67,17.67,Cash
S0005181,2025-04-08,P0032,C00060,1,22.91,22.91,Cash
S0005182,2025-04-08,P0020,C00122,1,24.58,24.58,Card
S0005183,2025-04-08,P0026,C00132,1,30.59,30.59,Cash
S0005184,2025-04-08,P0025,C00499,4,4.71,18.84,Card
S0005185,2025-04-08,P0016,C00266,2,26.95,53.9,Digital Wallet
S0005186,2025-04-08,P0030,C00058,2,3.95,7.9,Card
S0005187,2025-04-08,P0025,C00238,1,4.71,4.71,Cash
S0005188,2025-04-08,P0006,C00076,4,9.35,37.4,Cash
S0005189,2025-04-08,P0012,C00116,1,17.67,17.67,Digital Wallet
S0005190,2025-04-08,P0013,C00467,2,21.26,42.52,Card
S0005191,2025-04-08,P0019,C00153,1,6.16,6.16,Cash
S0005192,2025-04-08,P0035,C00492,1,4.51,4.51,Digital Wallet
S0005193,2025-04-08,P0008,C00134,1,25.45,25.45,Cash
S0005194,2025-04-08,P0018,C00245,2,14.48,28.96,Card
S0005195,2025-04-08,P0009,C00343,1,3.63,3.63,Card
S0005196,2025-04-08,P0028,C00091,1,22.42,22.42,Cash
S0005197,2025-04-08,P0028,C00433,3,22.42,67.26,Digital Wallet
S0005198,2025-04-08,P0037,C00081,2,29.68,59.36,Digital Wallet
S0005199,2025-04-08,P0027,C00196,1,24.24,24.24,Digital Wallet
S0005200,2025-04-08,P0018,C00106,4,14.48,57.92,Digital Wallet
S0005201,2025-04-08,P0029,C00163,4,12.45,49.8,Cash
S0005202,2025-04-08,P0015,C00162,2,29.69,59.38,Digital Wallet
S0005203,2025-04-08,P0010,C00014,2,16.69,33.38,Digital Wallet
S0005204,2025-04-08,P0025,C00497,3,4.71,14.13,Digital Wallet
S0005205,2025-04-08,P0029,C00370,3,12.45,37.35,Card
S0005206,2025-04-08,P0023,C00452,2,17.42,34.84,Cash
S0005207,2025-04-08,P0026,C00068,1,30.59,30.59,Digital Wallet
S0005208,2025-04-08,P0009,C00098,1,3.63,3.63,Digital Wallet
S0005209,2025-04-08,P0032,C00426,1,22.91,22.91,Card
S0005210,2025-04-08,P0026,C00216,1,30.59,30.59,Digital Wallet
S0005211,2025-04-08,P0016,C00276,2,26.95,53.9,Digital Wallet
S0005212,2025-04-08,P0007,C00494,4,11.24,44.96,Cash
S0005213,2025-04-08,P0035,C00433,1,4.51,4.51,Card
S0005214,2025-04-08,P0037,C00033,2,29.68,59.36,Card
S0005215,2025-04-08,P0033,C00469,2,32.26,64.52,Card
S0005216,2025-04-08,P0040,C00065,4,4.33,17.32,Digital Wallet
S0005217,2025-04-08,P0037,C00143,2,29.68,59.36,Card
S0005218,2025-04-08,P0035,C00148,3,4.51,13.53,Digital Wallet
S0005219,2025-04-08,P0016,C00411,1,26.95,26.95,Cash
S0005220,2025-04-08,P0026,C00003,2,30.59,61.18,Cash
S0005221,2025-04-08,P0012,C00111,3,17.67,53.01,Digital Wallet
S0005222,2025-04-08,P0009,C00183,5,3.63,18.15,Card
S0005223,2025-04-08,P0029,C00130,5,12.45,62.25,Cash
S0005224,2025-04-08,P0036,C00108,1,13.91,13.91,Digital Wallet
S0005225,2025-04-08,P0019,C00166,2,6.16,12.32,Card
S0005226,2025-04-08,P0035,C00209,1,4.51,4.51,Cash
S0005227,2025-04-08,P0007,C00011,5,11.24,56.2,Digital Wallet
S0005228,2025-04-08,P0004,C00303,1,18.23,18.23,Digital Wallet
S0005229,2025-04-08,P0007,C00330,1,11.24,11.24,Digital Wallet
S0005230,2025-04-08,P0008,C00457,1,25.45,25.45,Digital Wallet
S0005231,2025-04-08,P0029,C00239,4,12.45,49.8,Card
S0005232,2025-04-08,P0037,C00489,1,29.68,29.68,Digital Wallet
S0005233,2025-04-08,P0011,C00384,3,28.23,84.69,Digital Wallet
S0005234,2025-04-08,P0003,C00075,2,2.27,4.54,Digital Wallet
S0005235,2025-04-08,P0032,C00355,1,22.91,22.91,Digital Wallet
S0005236,2025-04-08,P0005,C00034,1,12.52,12.52,Cash
S0005237,2025-04-08,P0022,C00121,2,22.12,44.24,Digital Wallet
S0005238,2025-04-08,P0034,C00218,3,13.32,39.96,Cash
S0005239,2025-04-08,P0012,C00281,1,17.67,17.67,Card
S0005240,2025-04-08,P0023,C00303,2,17.42,34.84,Card
S0005241,2025-04-08,P0038,C00491,3,9.21,27.63,Cash
S0005242,2025-04-09,P0027,C00431,4,24.24,96.96,Digital Wallet
S0005243,2025-04-09,P0034,C00044,2,13.32,26.64,Cash
S0005244,2025-04-09,P0038,C00190,2,9.21,18.42,Cash
S0005245,2025-04-09,P0011,C00044,4,28.23,112.92,Cash
S0005246,2025-04-09,P0019,C00265,3,6.16,18.48,Digital Wallet
S0005247,2025-04-09,P0009,C00440,2,3.63,7.26,Digital Wallet
S0005248,2025-04-09,P0034,C00191,4,13.32,53.28,Cash
S0005249,2025-04-09,P0012,C00395,1,17.67,17.67,Card
S0005250,2025-04-09,P0028,C00119,2,22.42,44.84,Cash
S0005251,2025-04-09,P0024,C00110,5,16.73,83.65,Card
S0005252,2025-04-09,P0030,C00178,2,3.95,7.9,Card
S0005253,2025-04-09,P0036,C00086,1,13.91,13.91,Digital Wallet
S0005254,2025-04-09,P0033,C00358,5,32.26,161.3,Card
S0005255,2025-04-09,P0035,C00256,1,4.51,4.51,Cash
S0005256,2025-04-09,P0031,C00164,1,28.12,28.12,Cash
S0005257,2025-04-09,P0027,C00033,1,24.24,24.24,Digital Wallet
S0005258,2025-04-09,P0029,C00340,2,12.45,24.9,Card
S0005259,2025-04-09,P0020,C00051,1,24.58,24.58,Cash
S0005260,2025-04-09,P0030,C00149,1,3.95,3.95,Card
S0005261,2025-04-09,P0033,C00412,2,32.26,64.52,Card
S0005262,2025-04-09,P0029,C00112,2,12.45,24.9,Digital Wallet
S0005263,2025-04-09,P0040,C00439,1,4.33,4.33,Cash
S0005264,2025-04-09,P0037,C00132,4,29.68,118.72,Cash
S0005265,2025-04-09,P0009,C00443,5,3.63,18.15,Cash
S0005266,2025-04-09,P0022,C00271,2,22.12,44.24,Card
S0005267,2025-04-09,P0009,C00304,5,3.63,18.15,Digital Wallet
S0005268,2025-04-09,P0024,C00284,2,16.73,33.46,Cash
S0005269,2025-04-09,P0003,C00027,1,2.27,2.27,Digital Wallet
S0005270,2025-04-09,P0030,C00405,1,3.95,3.95,Digital Wallet
S0005271,2025-04-09,P0040,C00185,1,4.33,4.33,Digital Wallet
S0005272,2025-04-09,P0008,C00129,1,25.45,25.45,Card
S0005273,2025-04-09,P0025,C00466,4,4.71,18.84,Card
S0005274,2025-04-09,P0039,C00406,5,8.22,41.1,Digital Wallet
S0005275,2025-04-09,P0009,C00026,2,3.63,7.26,Digital Wallet
S0005276,2025-04-09,P0001,C00173,5,2.31,11.55,Card
S0005277,2025-04-09,P0009,C00273,5,3.63,18.15,Cash
S0005278,2025-04-09,P0027,C00242,4,24.24,96.96,Digital Wallet
S0005279,2025-04-09,P0008,C00161,1,25.45,25.45,Card
S0005280,2025-04-09,P0026,C00047,4,30.59,122.36,Digital Wallet
S0005281,2025-04-09,P0003,C00086,3,2.27,6.81,Cash
S0005282,2025-04-09,P0039,C00236,4,8.22,32.88,Cash
S0005283,2025-04-09,P0037,C00475,2,29.68,59.36,Digital Wallet
S0005284,2025-04-09,P0010,C00066,2,16.69,33.38,Cash
S0005285,2025-04-09,P0018,C00152,5,14.48,72.4,Digital Wallet
S0005286,2025-04-09,P0004,C00011,1,18.23,18.23,Cash
S0005287,2025-04-09,P0010,C00401,3,16.69,50.07,Card
S0005288,2025-04-09,P0005,C00379,4,12.52,50.08,Digital Wallet
S0005289,2025-04-09,P0014,C00219,4,14.33,57.32,Digital Wallet
S0005290,2025-04-09,P0031,C00070,2,28.12,56.24,Card
S0005291,2025-04-09,P0015,C00320,1,29.69,29.69,Cash
S0005292,2025-04-09,P0014,C00228,4,14.33,57.32,Card
S0005293,2025-04-09,P0034,C00247,3,13.32,39.96,Cash
S0005294,2025-04-09,P0034,C00169,2,13.32,26.64,Cash
S0005295,2025-04-09,P0016,C00491,2,26.95,53.9,Digital Wallet
S0005296,2025-04-09,P0003,C00152,4,2.27,9.08,Card
S0005297,2025-04-09,P0019,C00155,3,6.16,18.48,Card
S0005298,2025-04-09,P0037,C00276,1,29.68,29.68,Card
S0005299,2025-04-09,P0008,C00356,2,25.45,50.9,Card
S0005300,2025-04-09,P0013,C00210,2,21.26,42.52,Cash
S0005301,2025-04-09,P0036,C00450,4,13.91,55.64,Digital Wallet
S0005302,2025-04-09,P0016,C00063,5,26.95,134.75,Digital Wallet
S0005303,2025-04-09,P0003,C00123,1,2.27,2.27,Card
S0005304,2025-04-09,P0025,C00138,4,4.71,18.84,Digital Wallet
S0005305,2025-04-09,P0005,C00371,1,12.52,12.52,Digital Wallet
S0005306,2025-04-09,P0025,C00167,1,4.71,4.71,Cash
S0005307,2025-04-09,P0010,C00264,3,16.69,50.07,Cash
S0005308,2025-04-09,P0030,C00427,1,3.95,3.95,Digital Wallet
S0005309,2025-04-09,P0011,C00289,2,28.23,56.46,Card
S0005310,2025-04-09,P0040,C00464,2,4.33,8.66,Card
S0005311,2025-04-09,P0038,C00007,1,9.21,9.21,Cash
S0005312,2025-04-09,P0014,C00020,2,14.33,28.66,Digital Wallet
S0005313,2025-04-09,P0012,C00138,2,17.67,35.34,Digital Wallet
S0005314,2025-04-10,P0027,C00149,2,24.24,48.48,Digital Wallet
S0005315,2025-04-10,P0030,C00214,1,3.95,3.95,Cash
S0005316,2025-04-10,P0010,C00444,1,16.69,16.69,Cash
S0005317,2025-04-10,P0039,C00218,4,8.22,32.88,Digital Wallet
S0005318,2025-04-10,P0002,C00339,3,23.0,69.0,Card
S0005319,2025-04-10,P0027,C00426,5,24.24,121.2,Card
S0005320,2025-04-10,P0034,C00350,2,13.32,26.64,Cash
S0005321,2025-04-10,P0020,C00166,5,24.58,122.9,Card
S0005322,2025-04-10,P0007,C00101,5,11.24,56.2,Card
S0005323,2025-04-10,P0025,C00284,1,4.71,4.71,Digital Wallet
S0005324,2025-04-10,P0003,C00054,2,2.27,4.54,Digital Wallet
S0005325,2025-04-10,P0034,C00063,5,13.32,66.6,Card
S0005326,2025-04-10,P0029,C00357,1,12.45,12.45,Cash
S0005327,2025-04-10,P0029,C00148,1,12.45,12.45,Digital Wallet
S0005328,2025-04-10,P0004,C00064,2,18.23,36.46,Card
S0005329,2025-04-10,P0006,C00207,4,9.35,37.4,Digital Wallet
S0005330,2025-04-10,P0021,C00475,1,3.5,3.5,Digital Wallet
S0005331,2025-04-10,P0025,C00214,4,4.71,18.84,Card
S0005332,2025-04-10,P0027,C00485,2,24.24,48.48,Card
S0005333,2025-04-10,P0017,C00121,2,10.27,20.54,Cash
S0005334,2025-04-10,P0023,C00143,1,17.42,17.42,Card
S0005335,2025-04-10,P0016,C00258,5,26.95,134.75,Digital Wallet
S0005336,2025-04-10,P0001,C00331,5,2.31,11.55,Cash
S0005337,2025-04-10,P0035,C00343,1,4.51,4.51,Card
S0005338,2025-04-10,P0036,C00418,1,13.91,13.91,Digital Wallet
S0005339,2025-04-10,P0024,C00153,4,16.73,66.92,Cash
S0005340,2025-04-10,P0019,C00010,2,6.16,12.32,Cash
S0005341,2025-04-10,P0020,C00099,2,24.58,49.16,Cash
S0005342,2025-04-10,P0002,C00433,1,23.0,23.0,Digital Wallet
S0005343,2025-04-10,P0035,C00126,5,4.51,22.55,Digital Wallet
S0005344,2025-04-10,P0027,C00054,1,24.24,24.24,Cash
S0005345,2025-04-10,P0020,C00282,3,24.58,73.74,Digital Wallet
S0005346,2025-04-10,P0022,C00224,3,22.12,66.36,Cash
S0005347,2025-04-10,P0017,C00377,4,10.27,41.08,Cash
S0005348,2025-04-10,P0017,C00281,1,10.27,10.27,Digital Wallet
S0005349,2025-04-10,P0006,C00477,1,9.35,9.35,Digital Wallet
S0005350,2025-04-10,P0008,C00291,1,25.45,25.45,Cash
S0005351,2025-04-10,P0038,C00035,4,9.21,36.84,Digital Wallet
S0005352,2025-04-10,P0032,C00174,5,22.91,114.55,Card
S0005353,2025-04-11,P0022,C00104,1,22.12,22.12,Cash
S0005354,2025-04-11,P0024,C00483,3,16.73,50.19,Cash
S0005355,2025-04-11,P0028,C00021,2,22.42,44.84,Digital Wallet
S0005356,2025-04-11,P0002,C00487,1,23.0,23.0,Digital Wallet
S0005357,2025-04-11,P0027,C00358,2,24.24,48.48,Digital Wallet
S0005358,2025-04-11,P0027,C00465,5,24.24,121.2,Card
S0005359,2025-04-11,P0012,C00329,1,17.67,17.67,Digital Wallet
S0005360,2025-04-11,P0037,C00344,1,29.68,29.68,Cash
S0005361,2025-04-11,P0017,C00399,2,10.27,20.54,Digital Wallet
S0005362,2025-04-11,P0023,C00372,4,17.42,69.68,Digital Wallet
S0005363,2025-04-11,P0035,C00237,2,4.51,9.02,Cash
S0005364,2025-04-11,P0008,C00493,5,25.45,127.25,Cash
S0005365,2025-04-11,P0022,C00498,1,22.12,22.12,Card
S0005366,2025-04-11,P0036,C00271,2,13.91,27.82,Digital Wallet
S0005367,2025-04-11,P0038,C00317,2,9.21,18.42,Card
S0005368,2025-04-11,P0023,C00059,3,17.42,52.26,Cash
S0005369,2025-04-11,P0031,C00144,1,28.12,28.12,Cash
S0005370,2025-04-11,P0004,C00405,3,18.23,54.69,Cash
S0005371,2025-04-11,P0036,C00240,1,13.91,13.91,Cash
S0005372,2025-04-11,P0029,C00304,1,12.45,12.45,Cash
S0005373,2025-04-11,P0023,C00215,1,17.42,17.42,Card
S0005374,2025-04-11,P0037,C00432,1,29.68,29.68,Digital Wallet
S0005375,2025-04-11,P0019,C00381,4,6.16,24.64,Cash
S0005376,2025-04-11,P0024,C00172,1,16.73,16.73,Digital Wallet
S0005377,2025-04-11,P0014,C00417,2,14.33,28.66,Cash
S0005378,2025-04-11,P0037,C00213,1,29.68,29.68,Card
S0005379,2025-04-11,P0018,C00484,2,14.48,28.96,Card
S0005380,2025-04-11,P0006,C00005,1,9.35,9.35,Card
S0005381,2025-04-11,P0013,C00036,1,21.26,21.26,Card
S0005382,2025-04-11,P0011,C00034,1,28.23,28.23,Digital Wallet
S0005383,2025-04-11,P0006,C00406,1,9.35,9.35,Card
S0005384,2025-04-11,P0033,C00371,2,32.26,64.52,Card
S0005385,2025-04-11,P0012,C00040,5,17.67,88.35,Card
S0005386,2025-04-11,P0031,C00422,2,28.12,56.24,Cash
S0005387,2025-04-11,P0001,C00168,1,2.31,2.31,Card
S0005388,2025-04-11,P0007,C00394,2,11.24,22.48,Digital Wallet
S0005389,2025-04-11,P0031,C00188,4,28.12,112.48,Cash
S0005390,2025-04-11,P0019,C00337,1,6.16,6.16,Digital Wallet
S0005391,2025-04-11,P0019,C00451,1,6.16,6.16,Cash
S0005392,2025-04-11,P0021,C00011,1,3.5,3.5,Digital Wallet
S0005393,2025-04-11,P0017,C00431,2,10.27,20.54,Digital Wallet
S0005394,2025-04-11,P0025,C00337,1,4.71,4.71,Digital Wallet
S0005395,2025-04-11,P0004,C00281,1,18.23,18.23,Cash
S0005396,2025-04-11,P0027,C00024,3,24.24,72.72,Digital Wallet
S0005397,2025-04-11,P0017,C00044,2,10.27,20.54,Digital Wallet
S0005398,2025-04-11,P0027,C00108,2,24.24,48.48,Cash
S0005399,2025-04-11,P0016,C00453,2,26.95,53.9,Digital Wallet
S0005400,2025-04-11,P0003,C00045,2,2.27,4.54,Cash
S0005401,2025-04-11,P0009,C00182,1,3.63,3.63,Card
S0005402,2025-04-11,P0029,C00035,1,12.45,12.45,Digital Wallet
S0005403,2025-04-11,P0039,C00130,4,8.22,32.88,Cash
S0005404,2025-04-11,P0016,C00127,4,26.95,107.8,Card
S0005405,2025-04-11,P0016,C00405,2,26.95,53.9,Digital Wallet
S0005406,2025-04-12,P0016,C00438,1,26.95,26.95,Card
S0005407,2025-04-12,P0014,C00206,2,14.33,28.66,Digital Wallet
S0005408,2025-04-12,P0027,C00482,1,24.24,24.24,Cash
S0005409,2025-04-12,P0009,C00213,2,3.63,7.26,Card
S0005410,2025-04-12,P0028,C00215,1,22.42,22.42,Card
S0005411,2025-04-12,P0037,C00179,2,29.68,59.36,Card
S0005412,2025-04-12,P0033,C00424,2,32.26,64.52,Card
S0005413,2025-04-12,P0030,C00463,3,3.95,11.85,Digital Wallet
S0005414,2025-04-12,P0035,C00492,1,4.51,4.51,Cash
S0005415,2025-04-12,P0019,C00132,1,6.16,6.16,Card
S0005416,2025-04-12,P0025,C00253,4,4.71,18.84,Cash
S0005417,2025-04-12,P0026,C00275,3,30.59,91.77,Digital Wallet
S0005418,2025-04-12,P0021,C00282,1,3.5,3.5,Cash
S0005419,2025-04-12,P0036,C00100,2,13.91,27.82,Cash
S0005420,2025-04-12,P0009,C00021,5,3.63,18.15,Digital Wallet
S0005421,2025-04-12,P0038,C00200,5,9.21,46.05,Card
S0005422,2025-04-12,P0029,C00117,1,12.45,12.45,Digital Wallet
S0005423,2025-04-12,P0040,C00108,5,4.33,21.65,Card
S0005424,2025-04-12,P0017,C00282,3,10.27,30.81,Digital Wallet
S0005425,2025-04-12,P0038,C00134,2,9.21,18.42,Cash
S0005426,2025-04-12,P0023,C00035,1,17.42,17.42,Card
S0005427,2025-04-12,P0006,C00490,1,9.35,9.35,Digital Wallet
S0005428,2025-04-12,P0011,C00256,3,28.23,84.69,Digital Wallet
S0005429,2025-04-12,P0034,C00500,5,13.32,66.6,Digital Wallet
S0005430,2025-04-12,P0025,C00272,1,4.71,4.71,Card
S0005431,2025-04-12,P0010,C00238,3,16.69,50.07,Cash
S0005432,2025-04-12,P0020,C00248,1,24.58,24.58,Digital Wallet
