sale_id,sale_date,product_id,customer_id,supplier_id,quantity,revenue,gross_profit,payment_method
S0004737,2025-03-31,P0004,C00260,SUP001,3,54.69,22.799999999999997,Cash
S0004738,2025-03-31,P0019,C00118,SUP005,1,6.16,2.6100000000000003,Digital Wallet
S0004739,2025-03-31,P0017,C00280,SUP006,1,10.27,2.329999999999999,Card
S0004740,2025-03-31,P0033,C00262,SUP007,4,129.04,59.44,Card
S0004741,2025-03-31,P0006,C00299,SUP007,2,18.7,4.859999999999999,Cash
S0004742,2025-03-31,P0025,C00389,SUP006,1,4.71,1.6400000000000001,Cash
S0004743,2025-03-31,P0015,C00352,SUP005,3,89.07,35.60999999999999,Card
S0004744,2025-03-31,P0002,C00213,SUP002,2,46.0,20.86,Digital Wallet
S0004745,2025-03-31,P0034,C00012,SUP005,2,26.64,10.84,Digital Wallet
S0004746,2025-03-31,P0037,C00471,SUP002,1,29.68,13.27,Card
S0004747,2025-03-31,P0026,C00071,SUP005,2,61.18,26.119999999999997,Cash
S0004748,2025-03-31,P0035,C00209,SUP008,1,4.51,1.2799999999999998,Cash
S0004749,2025-03-31,P0032,C00413,SUP003,2,45.82,21.26,Cash
S0004750,2025-03-31,P0030,C00149,SUP004,1,3.95,1.7800000000000002,Card
S0004751,2025-03-31,P0023,C00411,SUP007,4,69.68,24.840000000000003,Card
S0004752,2025-03-31,P0026,C00312,SUP005,3,91.77,39.17999999999999,Card
S0004753,2025-03-31,P0013,C00082,SUP004,2,42.52,17.6,Digital Wallet
S0004754,2025-03-31,P0015,C00499,SUP005,1,29.69,11.870000000000001,Digital Wallet
S0004755,2025-03-31,P0009,C00068,SUP007,3,10.89,3.33,Digital Wallet
S0004756,2025-03-31,P0027,C00021,SUP005,1,24.24,8.899999999999999,Digital Wallet
S0004757,2025-03-31,P0029,C00424,SUP006,2,24.9,6.079999999999998,Card
S0004758,2025-03-31,P0029,C00320,SUP006,1,12.45,3.039999999999999,Card
S0004759,2025-03-31,P0040,C00027,SUP002,5,21.65,7.499999999999998,Digital Wallet
S0004760,2025-03-31,P0012,C00206,SUP008,5,88.35,28.94999999999999,Cash
S0004761,2025-03-31,P0026,C00472,SUP005,3,91.77,39.17999999999999,Card
S0004762,2025-03-31,P0003,C00422,SUP007,1,2.27,0.54,Card
S0004763,2025-03-31,P0011,C00022,SUP002,1,28.23,12.66,Card
S0004764,2025-03-31,P0030,C00237,SUP004,1,3.95,1.7800000000000002,Cash
S0004765,2025-03-31,P0019,C00185,SUP005,4,24.64,10.440000000000001,Cash
S0004766,2025-03-31,P0024,C00309,SUP001,2,33.46,8.2,Card
S0004767,2025-03-31,P0014,C00003,SUP003,1,14.33,4.16,Cash
S0004768,2025-03-31,P0015,C00446,SUP005,5,148.45,59.349999999999994,Cash
S0004769,2025-03-31,P0004,C00217,SUP001,1,18.23,7.6,Cash
S0004770,2025-03-31,P0004,C00193,SUP001,2,36.46,15.2,Digital Wallet
S0004771,2025-03-31,P0010,C00401,SUP004,1,16.69,3.650000000000002,Cash
S0004772,2025-03-31,P0003,C00087,SUP007,5,11.35,2.6999999999999993,Cash
S0004773,2025-03-31,P0025,C00224,SUP006,2,9.42,3.2800000000000002,Digital Wallet
S0004774,2025-03-31,P0033,C00353,SUP007,3,96.78,44.580000000000005,Cash
S0004775,2025-03-31,P0006,C00371,SUP007,1,9.35,2.4299999999999997,Digital Wallet
S0004776,2025-03-31,P0023,C00342,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0004777,2025-03-31,P0019,C00409,SUP005,4,24.64,10.440000000000001,Cash
S0004778,2025-03-31,P0014,C00383,SUP003,2,28.66,8.32,Cash
S0004779,2025-03-31,P0005,C00303,SUP004,1,12.52,3.7699999999999996,Card
S0004780,2025-03-31,P0020,C00045,SUP007,1,24.58,8.299999999999997,Digital Wallet
S0004781,2025-03-31,P0027,C00069,SUP005,5,121.2,44.5,Digital Wallet
S0004782,2025-03-31,P0024,C00387,SUP001,2,33.46,8.2,Cash
S0004783,2025-03-31,P0033,C00039,SUP007,2,64.52,29.72,Card
S0004784,2025-03-31,P0017,C00394,SUP006,1,10.27,2.329999999999999,Digital Wallet
S0004785,2025-03-31,P0040,C00015,SUP002,2,8.66,3.0,Card
S0004786,2025-03-31,P0010,C00084,SUP004,5,83.45,18.250000000000014,Digital Wallet
S0004787,2025-03-31,P0002,C00203,SUP002,3,69.0,31.29,Digital Wallet
S0004788,2025-03-31,P0030,C00447,SUP004,1,3.95,1.7800000000000002,Cash
S0004789,2025-03-31,P0007,C00214,SUP002,1,11.24,3.66,Digital Wallet
S0004790,2025-03-31,P0026,C00475,SUP005,2,61.18,26.119999999999997,Cash
S0004791,2025-03-31,P0030,C00320,SUP004,2,7.9,3.5600000000000005,Digital Wallet
S0004792,2025-03-31,P0025,C00043,SUP006,4,18.84,6.5600000000000005,Cash
S0004793,2025-03-31,P0023,C00139,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0004794,2025-03-31,P0032,C00079,SUP003,1,22.91,10.63,Cash
S0004795,2025-03-31,P0023,C00368,SUP007,4,69.68,24.840000000000003,Cash
S0004796,2025-04-01,P0014,C00444,SUP003,1,14.33,4.16,Digital Wallet
S0004797,2025-04-01,P0016,C00005,SUP006,5,134.75,57.95,Cash
S0004798,2025-04-01,P0016,C00162,SUP006,4,107.8,46.36,Card
S0004799,2025-04-01,P0029,C00214,SUP006,5,62.25,15.200000000000003,Card
S0004800,2025-04-01,P0014,C00344,SUP003,3,42.99,12.480000000000004,Card
S0004801,2025-04-01,P0040,C00107,SUP002,2,8.66,3.0,Cash
S0004802,2025-04-01,P0029,C00036,SUP006,1,12.45,3.039999999999999,Digital Wallet
S0004803,2025-04-01,P0034,C00046,SUP005,2,26.64,10.84,Card
S0004804,2025-04-01,P0009,C00282,SUP007,1,3.63,1.1099999999999999,Card
S0004805,2025-04-01,P0016,C00085,SUP006,4,107.8,46.36,Digital Wallet
S0004806,2025-04-01,P0011,C00146,SUP002,1,28.23,12.66,Cash
S0004807,2025-04-01,P0006,C00452,SUP007,2,18.7,4.859999999999999,Cash
S0004808,2025-04-01,P0009,C00486,SUP007,5,18.15,5.549999999999999,Digital Wallet
S0004809,2025-04-01,P0040,C00285,SUP002,2,8.66,3.0,Digital Wallet
S0004810,2025-04-01,P0017,C00029,SUP006,5,51.35,11.649999999999999,Digital Wallet
S0004811,2025-04-01,P0011,C00415,SUP002,1,28.23,12.66,Cash
S0004812,2025-04-01,P0026,C00265,SUP005,1,30.59,13.059999999999999,Card
S0004813,2025-04-01,P0005,C00316,SUP004,3,37.56,11.310000000000002,Card
S0004814,2025-04-01,P0030,C00174,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0004815,2025-04-01,P0005,C00474,SUP004,4,50.08,15.079999999999998,Cash
S0004816,2025-04-01,P0003,C00457,SUP007,1,2.27,0.54,Digital Wallet
S0004817,2025-04-01,P0030,C00487,SUP004,3,11.85,5.34,Digital Wallet
S0004818,2025-04-01,P0009,C00233,SUP007,4,14.52,4.4399999999999995,Card
S0004819,2025-04-01,P0036,C00167,SUP004,1,13.91,2.8200000000000003,Digital Wallet
S0004820,2025-04-01,P0034,C00301,SUP005,2,26.64,10.84,Digital Wallet
S0004821,2025-04-01,P0020,C00415,SUP007,1,24.58,8.299999999999997,Digital Wallet
S0004822,2025-04-01,P0009,C00138,SUP007,4,14.52,4.4399999999999995,Cash
S0004823,2025-04-01,P0016,C00015,SUP006,3,80.85,34.769999999999996,Card
S0004824,2025-04-01,P0021,C00339,SUP008,1,3.5,0.77,Cash
S0004825,2025-04-01,P0026,C00378,SUP005,1,30.59,13.059999999999999,Digital Wallet
S0004826,2025-04-01,P0030,C00380,SUP004,3,11.85,5.34,Digital Wallet
S0004827,2025-04-01,P0026,C00428,SUP005,4,122.36,52.239999999999995,Digital Wallet
S0004828,2025-04-01,P0034,C00397,SUP005,5,66.6,27.099999999999994,Cash
S0004829,2025-04-01,P0001,C00173,SUP002,2,4.62,1.38,Card
S0004830,2025-04-01,P0013,C00500,SUP004,2,42.52,17.6,Cash
S0004831,2025-04-01,P0026,C00122,SUP005,1,30.59,13.059999999999999,Cash
S0004832,2025-04-01,P0004,C00019,SUP001,1,18.23,7.6,Card
S0004833,2025-04-01,P0023,C00347,SUP007,2,34.84,12.420000000000002,Cash
S0004834,2025-04-01,P0030,C00085,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0004835,2025-04-01,P0038,C00453,SUP004,1,9.21,3.330000000000001,Cash
S0004836,2025-04-01,P0021,C00062,SUP008,1,3.5,0.77,Card
S0004837,2025-04-01,P0023,C00370,SUP007,3,52.26,18.629999999999995,Digital Wallet
S0004838,2025-04-01,P0032,C00350,SUP003,1,22.91,10.63,Cash
S0004839,2025-04-01,P0005,C00376,SUP004,4,50.08,15.079999999999998,Card
S0004840,2025-04-01,P0017,C00063,SUP006,4,41.08,9.319999999999997,Digital Wallet
S0004841,2025-04-01,P0028,C00389,SUP006,2,44.84,16.820000000000004,Card
S0004842,2025-04-01,P0003,C00384,SUP007,2,4.54,1.08,Card
S0004843,2025-04-01,P0026,C00466,SUP005,4,122.36,52.239999999999995,Cash
S0004844,2025-04-01,P0029,C00231,SUP006,4,49.8,12.159999999999997,Cash
S0004845,2025-04-01,P0034,C00423,SUP005,1,13.32,5.42,Digital Wallet
S0004846,2025-04-01,P0020,C00194,SUP007,3,73.74,24.89999999999999,Card
S0004847,2025-04-01,P0014,C00045,SUP003,1,14.33,4.16,Cash
S0004848,2025-04-01,P0007,C00421,SUP002,1,11.24,3.66,Digital Wallet
S0004849,2025-04-01,P0007,C00299,SUP002,2,22.48,7.32,Card
S0004850,2025-04-01,P0001,C00479,SUP002,5,11.55,3.4499999999999993,Card
S0004851,2025-04-01,P0007,C00231,SUP002,4,44.96,14.64,Cash
S0004852,2025-04-01,P0009,C00295,SUP007,1,3.63,1.1099999999999999,Cash
S0004853,2025-04-01,P0040,C00185,SUP002,1,4.33,1.5,Cash
S0004854,2025-04-02,P0007,C00473,SUP002,2,22.48,7.32,Digital Wallet
S0004855,2025-04-02,P0025,C00262,SUP006,1,4.71,1.6400000000000001,Cash
S0004856,2025-04-02,P0038,C00309,SUP004,1,9.21,3.330000000000001,Cash
S0004857,2025-04-02,P0039,C00178,SUP008,4,32.88,11.760000000000002,Digital Wallet
S0004858,2025-04-02,P0015,C00493,SUP005,1,29.69,11.870000000000001,Digital Wallet
S0004859,2025-04-02,P0014,C00329,SUP003,3,42.99,12.480000000000004,Card
S0004860,2025-04-02,P0031,C00127,SUP008,2,56.24,26.42,Cash
S0004861,2025-04-02,P0034,C00198,SUP005,4,53.28,21.68,Cash
S0004862,2025-04-02,P0018,C00040,SUP008,4,57.92,26.520000000000003,Digital Wallet
S0004863,2025-04-02,P0034,C00303,SUP005,4,53.28,21.68,Cash
S0004864,2025-04-02,P0032,C00375,SUP003,3,68.73,31.890000000000008,Digital Wallet
S0004865,2025-04-02,P0023,C00192,SUP007,5,87.1,31.04999999999999,Digital Wallet
S0004866,2025-04-02,P0015,C00102,SUP005,5,148.45,59.349999999999994,Cash
S0004867,2025-04-02,P0021,C00262,SUP008,2,7.0,1.54,Card
S0004868,2025-04-02,P0017,C00478,SUP006,5,51.35,11.649999999999999,Digital Wallet
S0004869,2025-04-02,P0013,C00071,SUP004,2,42.52,17.6,Cash
S0004870,2025-04-02,P0026,C00029,SUP005,2,61.18,26.119999999999997,Card
S0004871,2025-04-02,P0005,C00216,SUP004,2,25.04,7.539999999999999,Card
S0004872,2025-04-02,P0002,C00121,SUP002,3,69.0,31.29,Card
S0004873,2025-04-02,P0016,C00382,SUP006,4,107.8,46.36,Card
S0004874,2025-04-02,P0024,C00031,SUP001,5,83.65,20.5,Cash
S0004875,2025-04-02,P0015,C00451,SUP005,2,59.38,23.740000000000002,Cash
S0004876,2025-04-02,P0015,C00054,SUP005,5,148.45,59.349999999999994,Cash
S0004877,2025-04-02,P0022,C00480,SUP003,2,44.24,15.220000000000002,Cash
S0004878,2025-04-02,P0010,C00255,SUP004,3,50.07,10.950000000000003,Card
S0004879,2025-04-02,P0021,C00451,SUP008,3,10.5,2.3100000000000005,Card
S0004880,2025-04-02,P0020,C00378,SUP007,5,122.9,41.5,Digital Wallet
S0004881,2025-04-02,P0025,C00493,SUP006,1,4.71,1.6400000000000001,Card
S0004882,2025-04-02,P0024,C00060,SUP001,2,33.46,8.2,Card
S0004883,2025-04-02,P0004,C00242,SUP001,2,36.46,15.2,Digital Wallet
S0004884,2025-04-02,P0015,C00071,SUP005,1,29.69,11.870000000000001,Cash
S0004885,2025-04-02,P0029,C00122,SUP006,4,49.8,12.159999999999997,Cash
S0004886,2025-04-02,P0022,C00482,SUP003,2,44.24,15.220000000000002,Cash
S0004887,2025-04-02,P0029,C00044,SUP006,1,12.45,3.039999999999999,Cash
S0004888,2025-04-02,P0028,C00315,SUP006,3,67.26,25.230000000000004,Cash
S0004889,2025-04-02,P0023,C00256,SUP007,2,34.84,12.420000000000002,Digital Wallet
S0004890,2025-04-02,P0028,C00233,SUP006,2,44.84,16.820000000000004,Digital Wallet
S0004891,2025-04-02,P0010,C00389,SUP004,2,33.38,7.300000000000004,Cash
S0004892,2025-04-02,P0038,C00458,SUP004,2,18.42,6.660000000000002,Card
S0004893,2025-04-02,P0002,C00238,SUP002,4,92.0,41.72,Card
S0004894,2025-04-02,P0024,C00477,SUP001,4,66.92,16.4,Card
S0004895,2025-04-02,P0029,C00311,SUP006,2,24.9,6.079999999999998,Digital Wallet
S0004896,2025-04-02,P0033,C00030,SUP007,3,96.78,44.580000000000005,Card
S0004897,2025-04-02,P0037,C00037,SUP002,4,118.72,53.08,Digital Wallet
S0004898,2025-04-02,P0014,C00312,SUP003,2,28.66,8.32,Cash
S0004899,2025-04-02,P0014,C00402,SUP003,3,42.99,12.480000000000004,Card
S0004900,2025-04-02,P0011,C00002,SUP002,2,56.46,25.32,Card
S0004901,2025-04-02,P0015,C00075,SUP005,1,29.69,11.870000000000001,Cash
S0004902,2025-04-02,P0018,C00412,SUP008,1,14.48,6.630000000000001,Cash
S0004903,2025-04-02,P0025,C00459,SUP006,1,4.71,1.6400000000000001,Card
S0004904,2025-04-02,P0023,C00499,SUP007,2,34.84,12.420000000000002,Card
S0004905,2025-04-02,P0030,C00015,SUP004,2,7.9,3.5600000000000005,Card
S0004906,2025-04-02,P0018,C00494,SUP008,1,14.48,6.630000000000001,Card
S0004907,2025-04-02,P0007,C00085,SUP002,1,11.24,3.66,Card
S0004908,2025-04-02,P0007,C00366,SUP002,1,11.24,3.66,Digital Wallet
S0004909,2025-04-02,P0021,C00108,SUP008,1,3.5,0.77,Card
S0004910,2025-04-02,P0014,C00430,SUP003,3,42.99,12.480000000000004,Card
S0004911,2025-04-02,P0030,C00296,SUP004,1,3.95,1.7800000000000002,Digital Wallet
S0004912,2025-04-02,P0035,C00169,SUP008,4,18.04,5.119999999999999,Cash
S0004913,2025-04-02,P0012,C00217,SUP008,4,70.68,23.160000000000004,Cash
S0004914,2025-04-02,P0016,C00112,SUP006,1,26.95,11.59,Cash
S0004915,2025-04-02,P0010,C00022,SUP004,1,16.69,3.650000000000002,Digital Wallet
S0004916,2025-04-02,P0001,C00128,SUP002,2,4.62,1.38,Digital Wallet
S0004917,2025-04-02,P0026,C00096,SUP005,2,61.18,26.119999999999997,Cash
S0004918,2025-04-02,P0010,C00215,SUP004,2,33.38,7.300000000000004,Cash
S0004919,2025-04-02,P0023,C00480,SUP007,1,17.42,6.210000000000001,Cash
S0004920,2025-04-02,P0032,C00244,SUP003,1,22.91,10.63,Card
S0004921,2025-04-02,P0038,C00395,SUP004,2,18.42,6.660000000000002,Digital Wallet
S0004922,2025-04-02,P0001,C00018,SUP002,2,4.62,1.38,Card
S0004923,2025-04-02,P0002,C00224,SUP002,2,46.0,20.86,Digital Wallet
S0004924,2025-04-02,P0011,C00294,SUP002,1,28.23,12.66,Digital Wallet
S0004925,2025-04-02,P0007,C00422,SUP002,4,44.96,14.64,Card
S0004926,2025-04-02,P0023,C00135,SUP007,1,17.42,6.210000000000001,Cash
S0004927,2025-04-02,P0007,C00262,SUP002,3,33.72,10.979999999999997,Digital Wallet
S0004928,2025-04-02,P0002,C00448,SUP002,3,69.0,31.29,Card
S0004929,2025-04-02,P0028,C00320,SUP006,1,22.42,8.410000000000002,Card
S0004930,2025-04-02,P0018,C00280,SUP008,1,14.48,6.630000000000001,Digital Wallet
S0004931,2025-04-03,P0018,C00232,SUP008,2,28.96,13.260000000000002,Cash
S0004932,2025-04-03,P0040,C00416,SUP002,1,4.33,1.5,Digital Wallet
S0004933,2025-04-03,P0026,C00258,SUP005,4,122.36,52.239999999999995,Digital Wallet
S0004934,2025-04-03,P0029,C00158,SUP006,3,37.35,9.120000000000001,Cash
S0004935,2025-04-03,P0024,C00494,SUP001,3,50.19,12.299999999999997,Card
S0004936,2025-04-03,P0029,C00026,SUP006,2,24.9,6.079999999999998,Card
S0004937,2025-04-03,P0001,C00337,SUP002,5,11.55,3.4499999999999993,Cash
S0004938,2025-04-03,P0020,C00015,SUP007,2,49.16,16.599999999999994,Card
S0004939,2025-04-03,P0036,C00489,SUP004,1,13.91,2.8200000000000003,Card
S0004940,2025-04-03,P0006,C00048,SUP007,2,18.7,4.859999999999999,Cash
S0004941,2025-04-03,P0032,C00322,SUP003,2,45.82,21.26,Cash
S0004942,2025-04-03,P0034,C00382,SUP005,2,26.64,10.84,Card
S0004943,2025-04-03,P0039,C00288,SUP008,2,16.44,5.880000000000001,Digital Wallet
S0004944,2025-04-03,P0002,C00101,SUP002,1,23.0,10.43,Card
S0004945,2025-04-03,P0010,C00036,SUP004,1,16.69,3.650000000000002,Cash
S0004946,2025-04-03,P0032,C00121,SUP003,5,114.55,53.15,Digital Wallet
S0004947,2025-04-03,P0034,C00111,SUP005,3,39.96,16.259999999999998,Digital Wallet
S0004948,2025-04-03,P0005,C00078,SUP004,5,62.6,18.85,Digital Wallet
S0004949,2025-04-03,P0004,C00373,SUP001,1,18.23,7.6,Digital Wallet
S0004950,2025-04-03,P0005,C00047,SUP004,1,12.52,3.7699999999999996,Digital Wallet
S0004951,2025-04-03,P0009,C00282,SUP007,2,7.26,2.2199999999999998,Digital Wallet
S0004952,2025-04-03,P0018,C00032,SUP008,5,72.4,33.150000000000006,Digital Wallet
S0004953,2025-04-03,P0025,C00421,SUP006,2,9.42,3.2800000000000002,Cash
S0004954,2025-04-03,P0032,C00024,SUP003,3,68.73,31.890000000000008,Digital Wallet
S0004955,2025-04-03,P0012,C00322,SUP008,1,17.67,5.790000000000001,Card
S0004956,2025-04-03,P0026,C00174,SUP005,4,122.36,52.239999999999995,Digital Wallet
S0004957,2025-04-03,P0001,C00157,SUP002,4,9.24,2.76,Digital Wallet
S0004958,2025-04-03,P0031,C00172,SUP008,1,28.12,13.21,Digital Wallet
S0004959,2025-04-03,P0035,C00484,SUP008,2,9.02,2.5599999999999996,Digital Wallet
S0004960,2025-04-03,P0032,C00281,SUP003,4,91.64,42.52,Digital Wallet
S0004961,2025-04-03,P0037,C00411,SUP002,1,29.68,13.27,Cash
S0004962,2025-04-03,P0031,C00362,SUP008,1,28.12,13.21,Card
S0004963,2025-04-03,P0006,C00060,SUP007,2,18.7,4.859999999999999,Digital Wallet
S0004964,2025-04-03,P0025,C00041,SUP006,5,23.55,8.200000000000001,Digital Wallet
S0004965,2025-04-03,P0019,C00415,SUP005,2,12.32,5.220000000000001,Cash
S0004966,2025-04-03,P0003,C00007,SUP007,4,9.08,2.16,Card
S0004967,2025-04-03,P0010,C00146,SUP004,5,83.45,18.250000000000014,Card
S0004968,2025-04-03,P0018,C00049,SUP008,1,14.48,6.630000000000001,Digital Wallet
S0004969,2025-04-03,P0033,C00471,SUP007,3,96.78,44.580000000000005,Digital Wallet
S0004970,2025-04-03,P0031,C00126,SUP008,2,56.24,26.42,Digital Wallet
S0004971,2025-04-03,P0011,C00353,SUP002,2,56.46,25.32,Card
S0004972,2025-04-03,P0022,C00216,SUP003,5,110.6,38.05,Cash
S0004973,2025-04-03,P0012,C00430,SUP008,2,35.34,11.580000000000002,Digital Wallet
S0004974,2025-04-03,P0009,C00449,SUP007,1,3.63,1.1099999999999999,Digital Wallet
S0004975,2025-04-03,P0025,C00249,SUP006,2,9.42,3.2800000000000002,Cash
S0004976,2025-04-03,P0014,C00041,SUP003,2,28.66,8.32,Cash
S0004977,2025-04-03,P0031,C00307,SUP008,3,84.36,39.629999999999995,Digital Wallet
S0004978,2025-04-03,P0005,C00095,SUP004,2,25.04,7.539999999999999,Cash
S0004979,2025-04-03,P0023,C00032,SUP007,1,17.42,6.210000000000001,Digital Wallet
S0004980,2025-04-03,P0033,C00388,SUP007,2,64.52,29.72,Card
S0004981,2025-04-03,P0018,C00411,SUP008,2,28.96,13.260000000000002,Card
S0004982,2025-04-03,P0019,C00109,SUP005,1,6.16,2.6100000000000003,Cash
S0004983,2025-04-03,P0009,C00224,SUP007,1,3.63,1.1099999999999999,Cash
S0004984,2025-04-03,P0033,C00491,SUP007,5,161.3,74.30000000000001,Card
S0004985,2025-04-03,P0039,C00189,SUP008,1,8.22,2.9400000000000004,Card
S0004986,2025-04-03,P0009,C00030,SUP007,1,3.63,1.1099999999999999,Cash
S0004987,2025-04-03,P0023,C00472,SUP007,1,17.42,6.210000000000001,Card
S0004988,2025-04-03,P0019,C00450,SUP005,2,12.32,5.220000000000001,Card
S0004989,2025-04-03,P0003,C00481,SUP007,1,2.27,0.54,Cash
S0004990,2025-04-03,P0014,C00468,SUP003,2,28.66,8.32,Digital Wallet
S0004991,2025-04-03,P0019,C00165,SUP005,1,6.16,2.6100000000000003,Cash
S0004992,2025-04-03,P0005,C00358,SUP004,5,62.6,18.85,Digital Wallet
S0004993,2025-04-04,P0012,C00388,SUP008,5,88.35,28.94999999999999,Digital Wallet
S0004994,2025-04-04,P0025,C00448,SUP006,3,14.13,4.920000000000002,Card
S0004995,2025-04-04,P0021,C00239,SUP008,1,3.5,0.77,Card
S0004996,2025-04-04,P0039,C00342,SUP008,4,32.88,11.760000000000002,Cash
S0004997,2025-04-04,P0036,C00258,SUP004,3,41.73,8.46,Cash
S0004998,2025-04-04,P0021,C00346,SUP008,1,3.5,0.77,Card
S0004999,2025-04-04,P0032,C00033,SUP003,1,22.91,10.63,Card
S0005000,2025-04-04,P0015,C00302,SUP005,5,148.45,59.349999999999994,Digital Wallet
S0005001,2025-04-04,P0027,C00239,SUP005,5,121.2,44.5,Card
S0005002,2025-04-04,P0006,C00326,SUP007,3,28.05,7.290000000000003,Cash
S0005003,2025-04-04,P0039,C00424,SUP008,3,24.66,8.82,Card
S0005004,2025-04-04,P0037,C00307,SUP002,1,29.68,13.27,Card
S0005005,2025-04-04,P0024,C00015,SUP001,2,33.46,8.2,Card
S0005006,2025-04-04,P0024,C00158,SUP001,4,66.92,16.4,Cash
S0005007,2025-04-04,P0019,C00208,SUP005,4,24.64,10.440000000000001,Card
S0005008,2025-04-04,P0004,C00089,SUP001,4,72.92,30.4,Digital Wallet
S0005009,2025-04-04,P0034,C00147,SUP005,2,26.64,10.84,Digital Wallet
S0005010,2025-04-04,P0025,C00260,SUP006,3,14.13,4.920000000000002,Cash
S0005011,2025-04-04,P0021,C00042,SUP008,4,14.0,3.08,Cash
S0005012,2025-04-04,P0038,C00252,SUP004,2,18.42,6.660000000000002,Card
S0005013,2025-04-04,P0036,C00170,SUP004,1,13.91,2.8200000000000003,Card
S0005014,2025-04-04,P0007,C00231,SUP002,2,22.48,7.32,Cash
S0005015,2025-04-04,P0005,C00091,SUP004,5,62.6,18.85,Digital Wallet
S0005016,2025-04-04,P0028,C00255,SUP006,5,112.1,42.05,Digital Wallet
S0005017,2025-04-04,P0007,C00390,SUP002,1,11.24,3.66,Cash
S0005018,2025-04-04,P0015,C00399,SUP005,4,118.76,47.480000000000004,Cash
S0005019,2025-04-04,P0021,C00024,SUP008,1,3.5,0.77,Digital Wallet
S0005020,2025-04-04,P0032,C00254,SUP003,1,22.91,10.63,Digital Wallet
S0005021,2025-04-04,P0024,C00244,SUP001,5,83.65,20.5,Digital Wallet
S0005022,2025-04-04,P0003,C00192,SUP007,1,2.27,0.54,Card
S0005023,2025-04-04,P0016,C00166,SUP006,1,26.95,11.59,Digital Wallet
S0005024,2025-04-05,P0007,C00354,SUP002,5,56.2,18.300000000000004,Digital Wallet
S0005025,2025-04-05,P0023,C00118,SUP007,1,17.42,6.210000000000001,Cash
S0005026,2025-04-05,P0024,C00303,SUP001,2,33.46,8.2,Digital Wallet
S0005027,2025-04-05,P0003,C00296,SUP007,1,2.27,0.54,Digital Wallet
S0005028,2025-04-05,P0026,C00283,SUP005,3,91.77,39.17999999999999,Card
S0005029,2025-04-05,P0026,C00307,SUP005,2,61.18,26.119999999999997,Card
S0005030,2025-04-05,P0037,C00420,SUP002,1,29.68,13.27,Card
S0005031,2025-04-05,P0012,C00462,SUP008,3,53.01,17.369999999999997,Cash
S0005032,2025-04-05,P0019,C00189,SUP005,2,12.32,5.220000000000001,Cash
S0005033,2025-04-05,P0018,C00304,SUP008,1,14.48,6.630000000000001,Card
S0005034,2025-04-05,P0021,C00254,SUP008,1,3.5,0.77,Card
S0005035,2025-04-05,P0032,C00416,SUP003,2,45.82,21.26,Digital Wallet
S0005036,2025-04-05,P0014,C00018,SUP003,4,57.32,16.64,Digital Wallet
S0005037,2025-04-05,P0001,C00104,SUP002,1,2.31,0.69,Digital Wallet
S0005038,2025-04-05,P0021,C00189,SUP008,1,3.5,0.77,Card
S0005039,2025-04-05,P0039,C00186,SUP008,2,16.44,5.880000000000001,Digital Wallet
S0005040,2025-04-05,P0017,C00443,SUP006,5,51.35,11.649999999999999,Digital Wallet
S0005041,2025-04-05,P0002,C00479,SUP002,5,115.0,52.15,Card
S0005042,2025-04-05,P0034,C00136,SUP005,1,13.32,5.42,Digital Wallet
S0005043,2025-04-05,P0011,C00402,SUP002,2,56.46,25.32,Card
S0005044,2025-04-05,P0036,C00106,SUP004,4,55.64,11.280000000000001,Cash
S0005045,2025-04-05,P0019,C00346,SUP005,1,6.16,2.6100000000000003,Cash
S0005046,2025-04-05,P0031,C00187,SUP008,1,28.12,13.21,Digital Wallet
S0005047,2025-04-05,P0005,C00498,SUP004,1,12.52,3.7699999999999996,Cash
S0005048,2025-04-05,P0007,C00020,SUP002,1,11.24,3.66,Cash
S0005049,2025-04-05,P0012,C00037,SUP008,1,17.67,5.790000000000001,Card
S0005050,2025-04-05,P0025,C00315,SUP006,2,9.42,3.2800000000000002,Card
S0005051,2025-04-05,P0028,C00190,SUP006,2,44.84,16.820000000000004,Digital Wallet
S0005052,2025-04-05,P0008,C00499,SUP005,2,50.9,21.38,Card
S0005053,2025-04-05,P0018,C00226,SUP008,1,14.48,6.630000000000001,Digital Wallet
S0005054,2025-04-05,P0029,C00493,SUP006,1,12.45,3.039999999999999,Digital Wallet
S0005055,2025-04-05,P0019,C00361,SUP005,3,18.48,7.830000000000002,Card
S0005056,2025-04-05,P0027,C00217,SUP005,2,48.48,17.799999999999997,Digital Wallet
S0005057,2025-04-05,P0017,C00017,SUP006,2,20.54,4.659999999999998,Cash
S0005058,2025-04-05,P0018,C00163,SUP008,1,14.48,6.630000000000001,Cash
S0005059,2025-04-05,P0018,C00203,SUP008,4,57.92,26.520000000000003,Cash
S0005060,2025-04-05,P0020,C00013,SUP007,4,98.32,33.19999999999999,Card
S0005061,2025-04-05,P0015,C00166,SUP005,1,29.69,11.870000000000001,Cash
S0005062,2025-04-05,P0022,C00196,SUP003,4,88.48,30.440000000000005,Digital Wallet
S0005063,2025-04-05,P0024,C00113,SUP001,2,33.46,8.2,Digital Wallet
